Feature ID	Taxon	Consensus
525200292f013221e0f09bf34b818611	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_sp;sh__SH1674478.09FU	1.0
538fd571b2589cd78ea0dd3dffe063f6	Unassigned	1.0
53ca68e27c55b0dfe8d20ebb2bc54837	Unassigned	1.0
53f19f6c78d9d8d7af4a13eb437b33e0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__Cladophialophora_sp	1.0
5418618bde1bf3fa0d0f82413597b508	Unassigned	1.0
5463135d3c4bb3e89a20a1e2c45341f8	k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium;s__Geminibasidium_donianum;sh__SH2033554.09FU	1.0
5468de871356029279ea835e20f318ae	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Tympanidaceae;g__Tympanidaceae_gen_Incertae_sedis;s__Tympanidaceae_sp;sh__SH1512967.09FU	1.0
54746407dd5949613d7f3f46725c7591	k__Fungi;p__Mucoromycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucoromycotina_ord_Incertae_sedis;f__Mucoromycotina_fam_Incertae_sedis;g__Bifiguratus;s__Bifiguratus_sp;sh__SH1915422.09FU	1.0
548124ed3c445539fe1f8a18443fe715	k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__GS23;f__GS23_fam_Incertae_sedis;g__GS23_gen_Incertae_sedis;s__GS23_sp;sh__SH1716077.09FU	1.0
551d4c213e91dfe280d711e108892188	Unassigned	1.0
5564c643f8f3c2dc94768d3f8e1f2a8f	Unassigned	1.0
558dca800e39af71d074cb12b7e065f3	Unassigned	1.0
558fe398390294f88aac47d2a3878c67	Unassigned	1.0
55a3f95d6ca2566da7e3d45b62827fa5	Unassigned	1.0
55c1fa4050e828b5c07adad9a1cdd997	Unassigned	1.0
5605d707dca43ef73be0ff52369da2e7	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp;sh__SH1344002.09FU	1.0
561dce04a1ff99c5e4c11157ae70fd3c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Hysterangiaceae;g__Hysterangium;s__Hysterangium_sp;sh__SH1584249.09FU	1.0
562e16b230d40e3cdffad7488f2378e3	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporonaceae_gen_Incertae_sedis;s__Trichosporonaceae_sp;sh__SH1555828.09FU	1.0
569984daf86d166495d9d91cf95524e0	Unassigned	1.0
56c765ca24025f590e0b385f8ccb24bb	Unassigned	1.0
56e76ea0c4b33909057fa8c08972a5bf	k__Alveolata;p__Alveolata_phy_Incertae_sedis;c__Alveolata_cls_Incertae_sedis;o__Alveolata_ord_Incertae_sedis;f__Alveolata_fam_Incertae_sedis;g__Alveolata_gen_Incertae_sedis;s__Alveolata_sp;sh__SH1634552.09FU	1.0
579044e7212497ee8d7acde41c54fb4a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Devriesia;s__Devriesia_sp;sh__SH1707466.09FU	1.0
58275defc5577bae423cba8fe4befe6b	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp;sh__SH1933027.09FU	1.0
585df28ac261e5bd96c9dff46667e3bf	Unassigned	1.0
589b044160ff8d94ec34728f0033e23b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Rossbeevera;s__Rossbeevera_sp;sh__SH1639932.09FU	1.0
58c7ead4d79a16c9a99e1a065b65da67	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_restrictum;sh__SH1946085.09FU	1.0
58ee724ba822346ed39fe4fa03b2073e	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_globuliformis;sh__SH1810800.09FU	1.0
5a08318cb0c84094fe57277e04ba624d	Unassigned	1.0
5a215644995a3dc4fc48dee488b74ed3	Unassigned	1.0
5ad290199db8c4bd690a93f5131ca9af	Unassigned	1.0
5b00a695df54cb22dcae987b583329b4	Unassigned	1.0
5b9fd7a4146da66125cf693a1ffd694c	Unassigned	1.0
5c11bf0f2f30de5bc083813e81f6ed33	Unassigned	1.0
5c2f79ada4b15c1477e795f4026791f2	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis;g__Agaricomycetes_gen_Incertae_sedis;s__Agaricomycetes_sp;sh__SH1373040.09FU	1.0
5c41a131494540820f0a24b14ea0018f	Unassigned	1.0
5d02c229a756399f7b1f30e020259892	Unassigned	1.0
5d183d67fbcb496284d448e838cc535d	Unassigned	1.0
5d79e1ebae1ab2df19792ef00573725d	k__Viridiplantae;p__Bryophyta;c__Bryophyta_cls_Incertae_sedis;o__Bryophyta_ord_Incertae_sedis;f__Bryophyta_fam_Incertae_sedis;g__Bryophyta_gen_Incertae_sedis;s__Bryophyta_sp;sh__SH1577988.09FU	1.0
5f20a67f6e1664fc720b7805c1bd7883	Unassigned	1.0
5f28197c0cc3a6209a92ee8eccb6339b	Unassigned	1.0
5f7607d771231b77e1e42c6d903b26c2	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotus;s__Pleurotus_ostreatus;sh__SH2065513.09FU	1.0
5f81facf83b8e45847e820ae03ec5c8a	Unassigned	1.0
5fa20a0961684be8192e0bc241ac4a02	Unassigned	1.0
601c33911ed5e7fc5e51021df65763ef	Unassigned	1.0
602272dea509559acf34fc1a06ec09eb	Unassigned	1.0
608d3fedda4bc390501274572df6ed79	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordycipitaceae_gen_Incertae_sedis;s__Cordycipitaceae_sp;sh__SH2037644.09FU	1.0
61c9160bf99ec14016357144e7591aff	Unassigned	1.0
6251b65183124a5675b0107d3753bcda	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp;sh__SH1446531.09FU	1.0
6251b7c0a9f8bf3f17efadc0c92f3958	Unassigned	1.0
62af3e07656eb3416fc140b2507df6b5	Unassigned	1.0
62ce551afb3585d278e7b1f8da63d733	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma;s__Piloderma_sp;sh__SH1870012.09FU	1.0
637b6c08fb66b0a995258c5032088ffa	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp;sh__SH2031687.09FU	1.0
6448a75718c8067c6dd73f4588bbc1b9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria;s__Chaetosphaeria_sp;sh__SH1521704.09FU	1.0
649289bf6676ce789fed32444ed2c491	Unassigned	1.0
64a72501b06226c3a97d182cf0e0e663	Unassigned	1.0
64b408149fb7e0bab87ae91cb7f9b388	Unassigned	1.0
64b9a216ec75d65803c30e4325ac79d9	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Urostylida;f__Holostichidae;g__Anteholosticha;s__Anteholosticha_sp	1.0
64bac22f62d792b37709fe402d3ed9e8	Unassigned	1.0
6553aa8f5a4054cf0d663a22801ced31	Unassigned	1.0
65b377f0c9b0d81b314d0727c0e8da24	Unassigned	1.0
65d1edc3020fe2026a4a7a9c77edcbcf	Unassigned	1.0
6619d543106690d2b42c1fbbd9d84546	Unassigned	1.0
664e9a03a1c5f031006dccd606a1abbf	Unassigned	1.0
66626d1efb72ae40e3d48d052b188f06	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Tremellales_gen_Incertae_sedis;s__Tremellales_sp;sh__SH1622870.09FU	1.0
66a2919c7feebf5d4d63d4b3f6a03df3	Unassigned	1.0
66e1673e3c1cc5a3f38afc75b45d5f57	Unassigned	1.0
66edc54c2795e61c661faf9a94cbd94f	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_restrictum;sh__SH1946085.09FU	1.0
66ff7195df52c940ddd2e67191b8c5c8	Unassigned	1.0
671c45f69526ef2a06bb8d08d5c34bc8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Hysterangiaceae;g__Hysterangium;s__Hysterangium_sp;sh__SH1584249.09FU	1.0
672351f78ea9861031e5feda5cd07b97	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Tremellodendropsidales;f__Tremellodendropsidales_fam_Incertae_sedis;g__Tremellodendropsidales_gen_Incertae_sedis;s__Tremellodendropsidales_sp;sh__SH2099310.09FU	1.0
672d94614e4a3510a27bf270c94b36dd	Unassigned	1.0
67a72b3cf21ea620b131f1d0db735b36	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;f__Microbotryales_fam_Incertae_sedis;g__Microbotryales_gen_Incertae_sedis;s__Microbotryales_sp	1.0
67befabe68a2ec963671ac89308de872	Unassigned	1.0
683d883f5bdc5a0eb15d57e906c6ecef	Unassigned	1.0
69a4d9df28220231d6b3dc2d811fe0ae	Unassigned	1.0
6a1f1ee6a0bb3703198a2f0a09037a0c	Unassigned	1.0
6ae1f7278208e25d666527cc61fef535	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum	1.0
6b0e1db5cabde74cea4695c0602c2fad	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp;sh__SH1809338.09FU	1.0
6bbff6492efffd75fee263a37dfa2a7a	k__Fungi;p__Basidiomycota;c__Basidiomycota_cls_Incertae_sedis;o__Basidiomycota_ord_Incertae_sedis;f__Basidiomycota_fam_Incertae_sedis;g__Basidiomycota_gen_Incertae_sedis;s__Basidiomycota_sp;sh__SH1436342.09FU	1.0
6bffbdea2a6b1b30c70235702d085dc2	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_restrictum;sh__SH1946085.09FU	1.0
6c01cc31ac26f9c600181b3a7c2f75ba	k__Metazoa;p__Annelida;c__Annelida_cls_Incertae_sedis;o__Annelida_ord_Incertae_sedis;f__Annelida_fam_Incertae_sedis;g__Annelida_gen_Incertae_sedis;s__Annelida_sp;sh__SH1752231.09FU	1.0
6c3ac955b4d88e525c12a0da4e7def34	Unassigned	1.0
6f376f6218b600f93869a1b460a268e1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_restrictum;sh__SH1946085.09FU	1.0
6f4adefc4fc8dda0d237a334a0a89e04	Unassigned	1.0
6f7610209bf1df5816b66873b5d79742	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Leptobacillium;s__Leptobacillium_leptobactrum;sh__SH1449621.09FU	1.0
6f7b4b389fa36f0b93ea202fd22e7e24	Unassigned	1.0
6f871c67fadd68c5a9eb140873faf4b2	Unassigned	1.0
6ff39a2f4ac68d61dc27d077b87dfb6a	Unassigned	1.0
70ddcdbfda24e808dcae382fe7a0ce5d	Unassigned	1.0
71388be500ad259b5a814185103eb5bf	Unassigned	1.0
7199fd59f851193c52130a0db629de18	Unassigned	1.0
71f0286e36c4691ad776c459411d363c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Rossbeevera;s__Rossbeevera_sp;sh__SH1639932.09FU	1.0
72af65bb8007dec52c178f27082ca0bc	Unassigned	1.0
735627f98ae83f0d002da58f5224e927	Unassigned	1.0
737185f3e22e4826127d07d94973cb14	Unassigned	1.0
73bcb02e827898e5f816ffb03e130c3b	Unassigned	1.0
73d6fdb8d93e7c794d26df9f3e90d435	k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_angularis;sh__SH1391982.09FU	1.0
741b65f48c4d3d3a696aeec5e7231461	Unassigned	1.0
7444dc0b47242d5f45046c551e17f824	Unassigned	1.0
74509a2bbfb98515c11766afb11876bd	Unassigned	1.0
7484ba1d0e04bed0523e7da482c307aa	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Rossbeevera;s__Rossbeevera_sp;sh__SH1639932.09FU	1.0
74b6069d931763279102cd121d6b79c0	Unassigned	1.0
75428f1c58b42b39e1d34a12e597110b	k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__GS23;f__GS23_fam_Incertae_sedis;g__GS23_gen_Incertae_sedis;s__GS23_sp;sh__SH1715961.09FU	1.0
754b78e77893053573e1684bc4ae0eb9	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodosporidiobolus;s__Rhodosporidiobolus_sp	1.0
75a03206c508b969a08931fa6cad034e	Unassigned	1.0
7603a17d9617541bf7c18214863c146c	k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp;sh__SH1642995.09FU	1.0
76c1e8369e13e214cbdcf559798b34d8	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae	0.75
76f429bbde12c4cb2c6214da340df18b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp;sh__SH1446515.09FU	1.0
7759bc7096776606b511ed5fa802561e	Unassigned	1.0
77bb0b94c97dba50dabd285db9cf00d6	Unassigned	1.0
77bbd41c333d43f103ed23fa6e1973db	Unassigned	1.0
77f384097c9509b22d3abfad1d4c262d	Unassigned	1.0
78c3660eb910292896da92cc07ecaab0	Unassigned	1.0
7933c36a9f97d6e5d69073cb30f18483	Unassigned	1.0
7a3d222500767b79b375fc30481e99da	Unassigned	1.0
7a54530e2c30595d9ed6d319fb78cdb2	Unassigned	1.0
7b89723844ac16b8f22b403420f8efaa	Unassigned	1.0
7bae5a674e0141e621bd00e2fa8ba732	Unassigned	1.0
7bcc169693db87943502e9ba1a3d6b8f	Unassigned	1.0
7cdbfa9bc478432b4a0dac54d7b41371	Unassigned	1.0
7dc82304052af81c02a98fcb0c0692a6	Unassigned	1.0
7e9f5649e8910d8693d7abd3c9c70012	Unassigned	1.0
7ee768e40194dcb476b2be411ff7d6e9	Unassigned	1.0
7f307d001c1e82c009e80a3175d78708	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Trechisporales_fam_Incertae_sedis;g__Trechisporales_gen_Incertae_sedis;s__Trechisporales_sp;sh__SH1333506.09FU	1.0
7f3c4b6f648290288fe7c762fc73daf7	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Sporidiobolales_gen_Incertae_sedis;s__Sporidiobolales_sp	1.0
7f66a5596abd91a942717f12d6fae175	Unassigned	1.0
7f793a5b0fe6f9bc7d18c1e8f2ebb9bd	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__Cistella_sp	1.0
7f9d7f1c4dfd5b24208e3aaa931fa0ad	Unassigned	1.0
7ff0941bcbae45939164467248fea7f9	k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp;sh__SH1644711.09FU	1.0
80e70ab58963fc13a8c4e3933f097e5f	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Clavicipitaceae_gen_Incertae_sedis;s__Clavicipitaceae_sp;sh__SH1906040.09FU	1.0
80ee10ab4ed9e80fc090d254cd8e1c81	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_sp	0.556
81e3932919e3afb7b3d5c28f17383a39	Unassigned	1.0
821e8a323b69b972b077c4b2b658546f	Unassigned	1.0
82ad27294cd406230faa2c8a38407960	Unassigned	1.0
8320b3da4ab246371169ae8be7d30179	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Cystangium;s__Cystangium_nothofagi;sh__SH1925945.09FU	1.0
83304f1cede9ddefc8deb6685e5b948e	Unassigned	1.0
841a9a5f13fdd94801d2c659a890f329	Unassigned	1.0
84ecead9804c46d29a5318df29e6e0a0	Unassigned	1.0
851b68220d553016db17a35b670e1e9f	Unassigned	1.0
853f25951feba619f9ae5d95f942c47d	Unassigned	1.0
867a9f949eef1e903fa1b3fc25fc2db6	Unassigned	1.0
86a27556e2a303f3502a777681a31ae3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Simplicillium;s__Simplicillium_coffeanum;sh__SH1449615.09FU	1.0
86ab358a7016d519b37a42ae9d424cdf	Unassigned	1.0
87088922b6133f9ddfef8142d5a3e6dc	Unassigned	1.0
8738f9198d22c4e3dbed6d9606fc596d	Unassigned	1.0
8785b862a6cfa200dbed2e706336d814	Unassigned	1.0
87d810563e6ae406d8525f8cae7773cb	Unassigned	1.0
88543ad0e89b2eed1b70bd636b4cd5ae	k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium;s__Geminibasidium_sp;sh__SH2032686.09FU	1.0
89d14610d4c44f0464c6b63abc86f3e2	Unassigned	1.0
8a41df30f3e16d4cf14896f841413946	Unassigned	1.0
8ab3686eaedb042d463ee2b04a749e93	Unassigned	1.0
8ad0a3f23aca7077dd775c630104f19f	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;g__Auriculariales_gen_Incertae_sedis;s__Auriculariales_sp;sh__SH1474840.09FU	1.0
8b05815bd9065f60a6f7d1e27ba63eeb	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_sp;sh__SH2014002.09FU	1.0
8b93c62433799e62afbdc1b3ad4f8762	Unassigned	1.0
8bd68f882fb3ad59085416f1a7823cdd	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;g__Auriculariales_gen_Incertae_sedis;s__Auriculariales_sp;sh__SH1474847.09FU	1.0
8c578a6ceaf79ec08c27263826de364c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Rickenellaceae;g__Peniophorella;s__Peniophorella_praetermissa;sh__SH2082360.09FU	1.0
8cd409a20382199339255ee43ec00250	Unassigned	1.0
8d05581ca4e952e5fcdd88223aef63a7	Unassigned	1.0
8e5f5d995412a13e14508430cec6b24c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_sp;sh__SH1990140.09FU	1.0
8e8a018a1b1bb6338002d58f317eb61b	Unassigned	1.0
8f161f648769b6875faf770d9cf009a6	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Hysterangiaceae;g__Hysterangium;s__Hysterangium_sp;sh__SH1584249.09FU	1.0
8f2a911b0e50e9fd8c7d071892bb1df1	Unassigned	1.0
8f6064e895bd3b5689a2183e2d2dcf48	Unassigned	1.0
8f81bb58b8326b5a0a4ec3cddf368328	Unassigned	1.0
8f96deef9d2f638d36d0c9f129e61fb2	Unassigned	1.0
8f97199062c2466bb56a03296c723482	Unassigned	1.0
8f9ac9bab3a60a92d375cbe3495bc3ae	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis;g__Agaricomycetes_gen_Incertae_sedis;s__Agaricomycetes_sp;sh__SH1373040.09FU	1.0
8fbe38efd1046b1ea543d50cf8bbb309	Unassigned	1.0
8ffceddd1925acc71f6117c394b688cd	Unassigned	1.0
901458e4244a9b98b86b25bd12b2efba	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum;s__Cephalotrichum_guizhouense;sh__SH1681956.09FU	1.0
905c6581d1657f342f35e09dfec8e4a3	Unassigned	1.0
90915c7220705709542bc757e5534e21	Unassigned	1.0
909b99d21e80fdc52c2cf05bd99bb647	Unassigned	1.0
90accf5e2f3443011202edbe1cf811f8	Unassigned	1.0
90cbaab345bd6cf0ba8e7beb0bce8f76	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis;g__Agaricomycetes_gen_Incertae_sedis;s__Agaricomycetes_sp;sh__SH1868057.09FU	1.0
911870d07ab28fcba042d5e98527e36b	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp;sh__SH1657803.09FU	1.0
91565d6c52ef07185954148407668c16	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotus;s__Pleurotus_ostreatus;sh__SH2065513.09FU	1.0
924e8c07c30222df44c65447a0fe97b2	Unassigned	1.0
930fa3aa794dbba657eafa86a4f9e627	Unassigned	1.0
936b16aa715b7b953b5058a62d10a4ab	k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp;sh__SH1644711.09FU	1.0
939416762673f669c6aa817cb2c6425c	k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp;sh__SH1933027.09FU	1.0
93dcbdf68ed389c579aac7ecd33b8339	Unassigned	1.0
9404552ee2ed55a1f6d6b4f38ef4ad21	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp;sh__SH1599408.09FU	1.0
9426748aab5eee7da7be3c292816e33e	Unassigned	1.0
948a0b01b8f727b5fb04997e9dc68808	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum;s__Cephalotrichum_asperulum;sh__SH1681927.09FU	1.0
94c1e03c53ea04bf9e23b716a981cdc8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp;sh__SH1809690.09FU	1.0
94d3f237c71fabac29411a5b2fee75ea	Unassigned	1.0
95103609f95db3d86e1f50c97a3494d9	Unassigned	1.0
951a4e29295c8f51907cb1182621751e	Unassigned	1.0
95246235d111cc649de346a5756aebff	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Devriesia;s__Devriesia_sp;sh__SH1707635.09FU	1.0
9565cfe2f9de27cefc2c655a492567f2	Unassigned	1.0
960620eedb46ed4fb85b3dcb973363d4	Unassigned	1.0
965f85989fd88d3942341406e33af0d0	Unassigned	1.0
97209de317eb6ae3c74b04be3f453ea8	Unassigned	1.0
9750cedcd272467c4f8f94f167405639	Unassigned	1.0
98139edd8cc6cee3519285607df75ff0	Unassigned	1.0
982270463b4317374e58f2ada3471770	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Sporidiobolales_gen_Incertae_sedis;s__Sporidiobolales_sp	1.0
9825083174cac6f87d665b78ff7503b8	Unassigned	1.0
98456f84652ef0f0c5223f19c5d2bcb1	Unassigned	1.0
986a0e5963b58c6be9f097f8776c5dff	Unassigned	1.0
9886fbacead2707761abfc47f8a7bd97	Unassigned	1.0
98a75e895d721dde7162078b316402b3	Unassigned	1.0
9904d2c7b33048b5f3c01424069a9af2	Unassigned	1.0
991f9c01f656451509d2e7e77e49672f	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_sp;sh__SH1395013.09FU	1.0
99483a6a5260a155c91bdfeac55fcc8d	Unassigned	1.0
994973ea504b70d47281d11d31525f86	Unassigned	1.0
9998542cb088341447da097b8a36c28b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp;sh__SH1846286.09FU	1.0
999923dddf2776a993b7871e79ffe9b7	Unassigned	1.0
99c4fbcde602e0ca08416b699f693c45	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp;sh__SH1540449.09FU	1.0
99f5a09ad707c6caa2b7e02f67629fe3	Unassigned	1.0
9a36c4cec69d7a1d08f6bce49566a5a8	Unassigned	1.0
9a5b855b8a297f8128ebea7502a44616	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Ascovirgaria;s__Ascovirgaria_sp;sh__SH1965193.09FU	1.0
9a5ba00f7925d34f68ddc60b38b4c0a9	Unassigned	1.0
9b2ddd04e53a95788a5a3e5124bed7e3	Unassigned	1.0
9b35f4cbe08f7d72a01d1ca7ddee544e	Unassigned	1.0
9b46ce53cbff6fe671d2c6e7eb65dd51	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leptodontidiaceae;g__Leptodontidium;s__Leptodontidium_sp;sh__SH2039163.09FU	1.0
9b60176921470a0a551ae04129f7bb47	Unassigned	1.0
9c49feaa14e12ce6b62b5a7707249d31	Unassigned	1.0
9c9f8fd828602dc6ad142ee89d486586	k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp;sh__SH1875530.09FU	1.0
9db165c3239b6f7469f19c20bbc66b25	k__Fungi;p__Calcarisporiellomycota;c__Calcarisporiellomycetes;o__Calcarisporiellales;f__Calcarisporiellaceae;g__Calcarisporiella;s__Calcarisporiella_sp;sh__SH1761663.09FU	1.0
9dfacc8efdea3f604bdae260aad01cb9	Unassigned	1.0
9f8bbce950064042327e35bf59178ff6	Unassigned	1.0
