#id	length	GC	avg.qual	sample
m84073_231201_024147_s2/92540443/ccs	823	50.18	39.99	5A
m84073_231201_024147_s2/98897323/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/70456778/ccs	361	38.78	40.00	5A
m84073_231201_024147_s2/98897592/ccs	211	37.91	40.00	5A
m84073_231201_024147_s2/81399081/ccs	640	58.28	35.75	5A
m84073_231201_024147_s2/81335569/ccs	1489	44.73	40.00	5A
m84073_231201_024147_s2/81400518/ccs	1068	53.18	40.00	5A
m84073_231201_024147_s2/81400701/ccs	117	44.44	40.00	5A
m84073_231201_024147_s2/98962459/ccs	536	53.73	35.26	5A
m84073_231201_024147_s2/87889185/ccs	662	50.30	40.00	5A
m84073_231201_024147_s2/39457267/ccs	1069	41.44	37.05	5A
m84073_231201_024147_s2/39457375/ccs	593	55.14	39.98	5A
m84073_231201_024147_s2/98963595/ccs	634	58.83	39.99	5A
m84073_231201_024147_s2/70586408/ccs	1068	41.48	26.87	5A
m84073_231201_024147_s2/70587417/ccs	566	39.75	35.52	5A
m84073_231201_024147_s2/39458448/ccs	662	50.30	39.38	5A
m84073_231201_024147_s2/99028168/ccs	1069	41.25	40.00	5A
m84073_231201_024147_s2/98965220/ccs	706	54.82	40.00	5A
m84073_231201_024147_s2/99029246/ccs	415	54.46	40.00	5A
m84073_231201_024147_s2/92607567/ccs	861	49.36	39.99	5A
m84073_231201_024147_s2/81466065/ccs	106	72.64	40.00	5A
m84073_231201_024147_s2/87952587/ccs	1224	51.23	40.00	5A
m84073_231201_024147_s2/87953280/ccs	361	38.78	40.00	5A
m84073_231201_024147_s2/87954321/ccs	782	40.28	40.00	5A
m84073_231201_024147_s2/39522403/ccs	706	54.53	39.40	5A
m84073_231201_024147_s2/87952753/ccs	635	58.90	40.00	5A
m84073_231201_024147_s2/87952942/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/87953245/ccs	125	56.00	39.93	5A
m84073_231201_024147_s2/70652991/ccs	431	58.00	37.19	5A
m84073_231201_024147_s2/70651203/ccs	346	40.46	40.00	5A
m84073_231201_024147_s2/99030271/ccs	624	57.05	26.41	5A
m84073_231201_024147_s2/39522765/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/87954732/ccs	1069	41.44	39.24	5A
m84073_231201_024147_s2/87955034/ccs	361	39.34	39.68	5A
m84073_231201_024147_s2/81466645/ccs	159	44.65	40.00	5A
m84073_231201_024147_s2/70716848/ccs	329	41.03	26.32	5A
m84073_231201_024147_s2/81529988/ccs	628	57.64	40.00	5A
m84073_231201_024147_s2/88018124/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/39653576/ccs	431	58.00	40.00	5A
m84073_231201_024147_s2/39589257/ccs	1163	40.50	40.00	5A
m84073_231201_024147_s2/39652402/ccs	593	55.14	39.98	5A
m84073_231201_024147_s2/39653129/ccs	821	50.30	40.00	5A
m84073_231201_024147_s2/92738424/ccs	640	58.28	40.00	5A
m84073_231201_024147_s2/92738250/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/70718027/ccs	347	43.80	40.00	5A
m84073_231201_024147_s2/99161010/ccs	705	55.60	40.00	5A
m84073_231201_024147_s2/92737593/ccs	635	58.90	34.00	5A
m84073_231201_024147_s2/70718863/ccs	662	50.30	40.00	5A
m84073_231201_024147_s2/88083643/ccs	623	57.30	40.00	5A
m84073_231201_024147_s2/81595572/ccs	623	56.98	37.35	5A
m84073_231201_024147_s2/99225429/ccs	0	0.00	37.35	5A
m84073_231201_024147_s2/39720498/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/99226082/ccs	690	54.93	40.00	5A
m84073_231201_024147_s2/99226916/ccs	361	39.34	40.00	5A
m84073_231201_024147_s2/99225939/ccs	92	59.78	40.00	5A
m84073_231201_024147_s2/99227119/ccs	346	40.46	40.00	5A
m84073_231201_024147_s2/88084913/ccs	690	44.93	40.00	5A
m84073_231201_024147_s2/81596785/ccs	431	58.00	39.61	5A
m84073_231201_024147_s2/88085830/ccs	1069	41.44	36.25	5A
m84073_231201_024147_s2/81596783/ccs	706	54.67	38.22	5A
m84073_231201_024147_s2/81597635/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/39785036/ccs	640	57.66	40.00	5A
m84073_231201_024147_s2/81598303/ccs	475	56.00	39.34	5A
m84073_231201_024147_s2/39784367/ccs	114	49.12	39.33	5A
m84073_231201_024147_s2/81662029/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/99356170/ccs	724	43.92	40.00	5A
m84073_231201_024147_s2/70849897/ccs	361	39.34	40.00	5A
m84073_231201_024147_s2/70914265/ccs	641	58.19	26.38	5A
m84073_231201_024147_s2/39849555/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/99358561/ccs	1227	51.02	31.62	5A
m84073_231201_024147_s2/99357945/ccs	654	58.10	40.00	5A
m84073_231201_024147_s2/99357935/ccs	708	57.34	40.00	5A
m84073_231201_024147_s2/99358305/ccs	708	57.34	40.00	5A
m84073_231201_024147_s2/81726612/ccs	739	57.37	28.28	5A
m84073_231201_024147_s2/99423169/ccs	623	56.98	39.96	5A
m84073_231201_024147_s2/99358517/ccs	623	56.98	38.80	5A
m84073_231201_024147_s2/70915792/ccs	1228	51.06	40.00	5A
m84073_231201_024147_s2/92868368/ccs	422	62.80	40.00	5A
m84073_231201_024147_s2/70914770/ccs	1416	42.37	37.23	5A
m84073_231201_024147_s2/92869809/ccs	1224	51.23	39.98	5A
m84073_231201_024147_s2/70978934/ccs	725	43.86	40.00	5A
m84073_231201_024147_s2/88215112/ccs	741	57.35	39.97	5A
m84073_231201_024147_s2/39915622/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/99487592/ccs	117	43.59	40.00	5A
m84073_231201_024147_s2/81792782/ccs	347	43.52	38.04	5A
m84073_231201_024147_s2/88215633/ccs	191	42.93	40.00	5A
m84073_231201_024147_s2/39915315/ccs	593	54.81	39.44	5A
m84073_231201_024147_s2/92933246/ccs	354	41.53	37.59	5A
m84073_231201_024147_s2/92934773/ccs	635	58.90	40.00	5A
m84073_231201_024147_s2/99489262/ccs	361	39.34	40.00	5A
m84073_231201_024147_s2/99552673/ccs	475	56.00	40.00	5A
m84073_231201_024147_s2/99552503/ccs	1069	41.53	40.00	5A
m84073_231201_024147_s2/92935214/ccs	1224	51.23	40.00	5A
m84073_231201_024147_s2/92999342/ccs	557	48.65	24.87	5A
m84073_231201_024147_s2/92935970/ccs	427	59.48	40.00	5A
m84073_231201_024147_s2/70980121/ccs	623	56.98	33.16	5A
m84073_231201_024147_s2/70980472/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/39916761/ccs	628	58.12	40.00	5A
m84073_231201_024147_s2/88280695/ccs	7	42.86	40.00	5A
m84073_231201_024147_s2/39982366/ccs	593	54.81	40.00	5A
m84073_231201_024147_s2/81859242/ccs	346	40.46	40.00	5A
m84073_231201_024147_s2/99620645/ccs	821	50.30	38.97	5A
m84073_231201_024147_s2/81857698/ccs	593	55.14	40.00	5A
m84073_231201_024147_s2/99618456/ccs	337	47.48	40.00	5A
m84073_231201_024147_s2/39980978/ccs	167	49.70	40.00	5A
m84073_231201_024147_s2/88282268/ccs	1084	40.22	40.00	5A
m84073_231201_024147_s2/99618089/ccs	634	58.83	40.00	5A
m84073_231201_024147_s2/39982473/ccs	978	53.17	40.00	5A
m84073_231201_024147_s2/88282859/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/81860206/ccs	978	53.17	40.00	5A
m84073_231201_024147_s2/40047124/ccs	977	53.33	40.00	5A
m84073_231201_024147_s2/71044481/ccs	635	59.06	38.13	5A
m84073_231201_024147_s2/81860143/ccs	852	45.31	40.00	5A
m84073_231201_024147_s2/40046784/ccs	623	56.98	32.10	5A
m84073_231201_024147_s2/81860487/ccs	362	45.30	39.78	5A
m84073_231201_024147_s2/81924417/ccs	604	52.81	39.95	5A
m84073_231201_024147_s2/40045931/ccs	741	57.35	40.00	5A
m84073_231201_024147_s2/40112578/ccs	490	39.59	28.77	5A
m84073_231201_024147_s2/88347915/ccs	690	54.78	23.51	5A
m84073_231201_024147_s2/40112397/ccs	1086	61.05	40.00	5A
m84073_231201_024147_s2/40112713/ccs	821	50.30	39.99	5A
m84073_231201_024147_s2/40112400/ccs	593	55.14	38.64	5A
m84073_231201_024147_s2/81925852/ccs	821	50.30	40.00	5A
m84073_231201_024147_s2/93065738/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/71046886/ccs	329	40.73	25.00	5A
m84073_231201_024147_s2/71175886/ccs	346	40.46	34.10	5A
m84073_231201_024147_s2/71175475/ccs	1069	41.44	34.40	5A
m84073_231201_024147_s2/40113834/ccs	622	56.91	40.00	5A
m84073_231201_024147_s2/40177241/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/40178861/ccs	741	57.35	33.81	5A
m84073_231201_024147_s2/71175369/ccs	635	58.90	40.00	5A
m84073_231201_024147_s2/71175928/ccs	60	41.67	40.00	5A
m84073_231201_024147_s2/71175984/ccs	593	54.81	30.09	5A
m84073_231201_024147_s2/81989601/ccs	307	55.70	40.00	5A
m84073_231201_024147_s2/81990699/ccs	1069	41.44	39.85	5A
m84073_231201_024147_s2/81991600/ccs	724	43.92	40.00	5A
m84073_231201_024147_s2/99815391/ccs	754	33.82	40.00	5A
m84073_231201_024147_s2/99881237/ccs	1442	46.88	40.00	5A
m84073_231201_024147_s2/99817393/ccs	663	49.62	40.00	5A
m84073_231201_024147_s2/40308661/ccs	339	53.39	33.31	5A
m84073_231201_024147_s2/40308487/ccs	706	54.82	40.00	5A
m84073_231201_024147_s2/71177360/ccs	708	57.34	26.17	5A
m84073_231201_024147_s2/88412997/ccs	708	57.34	40.00	5A
m84073_231201_024147_s2/88413149/ccs	1069	41.16	40.00	5A
m84073_231201_024147_s2/40374664/ccs	821	50.30	40.00	5A
m84073_231201_024147_s2/40439952/ccs	92	59.78	40.00	5A
m84073_231201_024147_s2/40375183/ccs	426	42.72	40.00	5A
m84073_231201_024147_s2/40374998/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/88478956/ccs	143	40.56	34.77	5A
m84073_231201_024147_s2/40375210/ccs	662	50.30	40.00	5A
m84073_231201_024147_s2/88478946/ccs	593	54.81	39.73	5A
m84073_231201_024147_s2/88479304/ccs	640	58.28	40.00	5A
m84073_231201_024147_s2/82120691/ccs	339	40.41	40.00	5A
m84073_231201_024147_s2/71243373/ccs	151	37.09	39.88	5A
m84073_231201_024147_s2/99948309/ccs	151	37.09	40.00	5A
m84073_231201_024147_s2/99948408/ccs	741	57.35	38.78	5A
m84073_231201_024147_s2/93260838/ccs	420	50.24	40.00	5A
m84073_231201_024147_s2/71242261/ccs	151	37.09	40.00	5A
m84073_231201_024147_s2/93197485/ccs	360	38.61	27.47	5A
m84073_231201_024147_s2/93197612/ccs	488	62.09	40.00	5A
m84073_231201_024147_s2/93198029/ccs	1069	41.44	26.82	5A
m84073_231201_024147_s2/40440063/ccs	420	50.24	40.00	5A
m84073_231201_024147_s2/40440920/ccs	115	47.83	40.00	5A
m84073_231201_024147_s2/88608034/ccs	622	56.91	27.04	5A
m84073_231201_024147_s2/40505070/ccs	29	62.07	24.22	5A
m84073_231201_024147_s2/40505410/ccs	639	57.75	40.00	5A
m84073_231201_024147_s2/93262215/ccs	318	54.40	40.00	5A
m84073_231201_024147_s2/93262739/ccs	78	48.72	40.00	5A
m84073_231201_024147_s2/93262793/ccs	361	39.34	40.00	5A
m84073_231201_024147_s2/82121203/ccs	706	54.53	29.42	5A
m84073_231201_024147_s2/100012530/ccs	640	58.28	40.00	5A
m84073_231201_024147_s2/40504981/ccs	821	50.30	38.98	5A
m84073_231201_024147_s2/100011970/ccs	705	54.75	40.00	5A
m84073_231201_024147_s2/82122570/ccs	256	54.30	40.00	5A
m84073_231201_024147_s2/100013218/ccs	420	50.24	40.00	5A
m84073_231201_024147_s2/93263209/ccs	663	49.62	40.00	5A
m84073_231201_024147_s2/82121526/ccs	315	55.56	21.98	5A
m84073_231201_024147_s2/82122284/ccs	628	57.64	39.87	5A
m84073_231201_024147_s2/71307343/ccs	725	43.59	31.02	5A
m84073_231201_024147_s2/88609990/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/88609583/ccs	1597	57.86	40.00	5A
m84073_231201_024147_s2/40570851/ccs	636	60.53	40.00	5A
m84073_231201_024147_s2/71372551/ccs	1069	53.13	36.93	5A
m84073_231201_024147_s2/40571254/ccs	1208	50.17	40.00	5A
m84073_231201_024147_s2/82186332/ccs	725	43.59	40.00	5A
m84073_231201_024147_s2/82187026/ccs	475	56.00	40.00	5A
m84073_231201_024147_s2/82187697/ccs	49	48.98	40.00	5A
m84073_231201_024147_s2/82186915/ccs	120	45.83	40.00	5A
m84073_231201_024147_s2/88675590/ccs	115	47.83	25.65	5A
m84073_231201_024147_s2/93326403/ccs	427	59.25	40.00	5A
m84073_231201_024147_s2/93327510/ccs	361	39.34	40.00	5A
m84073_231201_024147_s2/100077689/ccs	346	40.46	40.00	5A
m84073_231201_024147_s2/40636787/ccs	413	49.64	21.74	5A
m84073_231201_024147_s2/93327753/ccs	1067	53.05	29.66	5A
m84073_231201_024147_s2/88739775/ccs	587	51.96	27.24	5A
m84073_231201_024147_s2/100078586/ccs	44	45.45	40.00	5A
m84073_231201_024147_s2/40637799/ccs	708	54.94	19.85	5A
m84073_231201_024147_s2/71374371/ccs	202	46.04	40.00	5A
m84073_231201_024147_s2/40701294/ccs	476	53.57	40.00	5A
m84073_231201_024147_s2/82317433/ccs	476	53.36	28.45	5A
m84073_231201_024147_s2/88741427/ccs	628	57.64	40.00	5A
m84073_231201_024147_s2/100208368/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/100144515/ccs	724	44.06	38.95	5A
m84073_231201_024147_s2/93392154/ccs	750	58.13	39.99	5A
m84073_231201_024147_s2/100143689/ccs	1224	51.23	39.93	5A
m84073_231201_024147_s2/88805777/ccs	415	54.46	40.00	5A
m84073_231201_024147_s2/100144427/ccs	754	33.82	40.00	5A
m84073_231201_024147_s2/100209228/ccs	741	57.35	40.00	5A
m84073_231201_024147_s2/100208158/ccs	454	55.07	39.96	5A
m84073_231201_024147_s2/71438625/ccs	346	40.46	40.00	5A
m84073_231201_024147_s2/71438945/ccs	634	58.83	39.87	5A
m84073_231201_024147_s2/40703455/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/71437944/ccs	419	41.77	40.00	5A
m84073_231201_024147_s2/71439424/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/40766554/ccs	724	43.92	40.00	5A
m84073_231201_024147_s2/88806861/ccs	821	50.30	33.88	5A
m84073_231201_024147_s2/82318332/ccs	662	50.30	40.00	5A
m84073_231201_024147_s2/82318254/ccs	34	61.76	40.00	5A
m84073_231201_024147_s2/93392848/ccs	741	57.35	40.00	5A
m84073_231201_024147_s2/82318930/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/100209899/ccs	115	47.83	40.00	5A
m84073_231201_024147_s2/100209983/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/88807025/ccs	1193	50.63	39.97	5A
m84073_231201_024147_s2/88806790/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/88806933/ccs	706	57.22	35.87	5A
m84073_231201_024147_s2/40769396/ccs	431	58.00	40.00	5A
m84073_231201_024147_s2/40833251/ccs	1068	41.48	22.73	5A
m84073_231201_024147_s2/93459364/ccs	431	58.00	34.79	5A
m84073_231201_024147_s2/100274448/ccs	708	54.52	39.63	5A
m84073_231201_024147_s2/71504378/ccs	0	0.00	39.63	5A
m84073_231201_024147_s2/88935464/ccs	821	50.30	40.00	5A
m84073_231201_024147_s2/40897628/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/40898842/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/93459986/ccs	99	50.51	40.00	5A
m84073_231201_024147_s2/93460191/ccs	361	38.78	39.31	5A
m84073_231201_024147_s2/100340905/ccs	821	50.30	40.00	5A
m84073_231201_024147_s2/82448459/ccs	318	54.40	40.00	5A
m84073_231201_024147_s2/40963519/ccs	348	40.23	34.12	5A
m84073_231201_024147_s2/71570266/ccs	307	55.70	38.89	5A
m84073_231201_024147_s2/71570860/ccs	346	40.46	40.00	5A
m84073_231201_024147_s2/82449065/ccs	167	50.30	40.00	5A
m84073_231201_024147_s2/40963785/ccs	794	47.61	40.00	5A
m84073_231201_024147_s2/71571055/ccs	346	43.64	40.00	5A
m84073_231201_024147_s2/93524974/ccs	1069	41.35	39.92	5A
m84073_231201_024147_s2/40964892/ccs	427	59.48	40.00	5A
m84073_231201_024147_s2/41029046/ccs	1083	40.26	40.00	5A
m84073_231201_024147_s2/89066991/ccs	83	53.01	40.00	5A
m84073_231201_024147_s2/100406687/ccs	355	47.32	40.00	5A
m84073_231201_024147_s2/82514188/ccs	477	53.46	34.73	5A
m84073_231201_024147_s2/71635992/ccs	724	43.92	40.00	5A
m84073_231201_024147_s2/100472209/ccs	165	40.61	39.33	5A
m84073_231201_024147_s2/100471965/ccs	640	58.28	40.00	5A
m84073_231201_024147_s2/41029543/ccs	436	49.54	40.00	5A
m84073_231201_024147_s2/82514694/ccs	49	48.98	40.00	5A
m84073_231201_024147_s2/71699715/ccs	637	60.28	40.00	5A
m84073_231201_024147_s2/71701225/ccs	1068	53.18	40.00	5A
m84073_231201_024147_s2/71701240/ccs	821	50.30	40.00	5A
m84073_231201_024147_s2/93589974/ccs	0	0.00	40.00	5A
m84073_231201_024147_s2/41094694/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/41094258/ccs	724	44.06	40.00	5A
m84073_231201_024147_s2/100535988/ccs	705	55.18	40.00	5A
m84073_231201_024147_s2/89068929/ccs	623	56.98	39.98	5A
m84073_231201_024147_s2/41094984/ccs	741	57.35	39.99	5A
m84073_231201_024147_s2/41095233/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/100536228/ccs	347	40.63	27.37	5A
m84073_231201_024147_s2/93655433/ccs	593	55.14	40.00	5A
m84073_231201_024147_s2/93655324/ccs	593	55.14	40.00	5A
m84073_231201_024147_s2/89069441/ccs	708	54.52	26.75	5A
m84073_231201_024147_s2/89132180/ccs	435	45.98	40.00	5A
m84073_231201_024147_s2/89133030/ccs	623	56.98	38.79	5A
m84073_231201_024147_s2/41161323/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/71701964/ccs	566	39.75	40.00	5A
m84073_231201_024147_s2/100601638/ccs	832	40.87	40.00	5A
m84073_231201_024147_s2/82580980/ccs	346	40.46	40.00	5A
m84073_231201_024147_s2/93720957/ccs	725	43.86	36.72	5A
m84073_231201_024147_s2/100602955/ccs	592	54.39	40.00	5A
m84073_231201_024147_s2/93722404/ccs	662	50.30	40.00	5A
m84073_231201_024147_s2/93721287/ccs	1068	41.39	40.00	5A
m84073_231201_024147_s2/89198997/ccs	431	58.00	39.48	5A
m84073_231201_024147_s2/89263525/ccs	115	47.83	40.00	5A
m84073_231201_024147_s2/89263606/ccs	151	37.09	40.00	5A
m84073_231201_024147_s2/71767673/ccs	427	59.48	40.00	5A
m84073_231201_024147_s2/41161624/ccs	1068	53.09	40.00	5A
m84073_231201_024147_s2/61541826/ccs	431	58.00	30.60	5A
m84073_231201_024147_s2/89263775/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/61477898/ccs	289	46.02	32.29	5A
m84073_231201_024147_s2/89263845/ccs	1068	53.37	40.00	5A
m84073_231201_024147_s2/71831310/ccs	596	40.44	39.98	5A
m84073_231201_024147_s2/71833353/ccs	710	55.49	39.97	5A
m84073_231201_024147_s2/41226562/ccs	431	58.00	40.00	5A
m84073_231201_024147_s2/71832387/ccs	621	56.84	22.94	5A
m84073_231201_024147_s2/41291234/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/41290936/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/71898420/ccs	227	38.33	40.00	5A
m84073_231201_024147_s2/61608722/ccs	593	55.14	40.00	5A
m84073_231201_024147_s2/61608944/ccs	476	53.36	39.83	5A
m84073_231201_024147_s2/71896761/ccs	106	72.64	29.08	5A
m84073_231201_024147_s2/71897761/ccs	593	54.81	40.00	5A
m84073_231201_024147_s2/61607591/ccs	103	50.49	40.00	5A
m84073_231201_024147_s2/71898004/ccs	1043	43.14	40.00	5A
m84073_231201_024147_s2/61609501/ccs	955	39.06	40.00	5A
m84073_231201_024147_s2/93916539/ccs	476	53.36	36.09	5A
m84073_231201_024147_s2/71898723/ccs	1206	52.24	40.00	5A
m84073_231201_024147_s2/82712128/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/93916408/ccs	623	56.66	38.79	5A
m84073_231201_024147_s2/71962653/ccs	531	55.56	40.00	5A
m84073_231201_024147_s2/71963018/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/61672929/ccs	431	58.00	40.00	5A
m84073_231201_024147_s2/89396497/ccs	0	0.00	40.00	5A
m84073_231201_024147_s2/61672619/ccs	567	39.68	39.55	5A
m84073_231201_024147_s2/61674971/ccs	707	57.28	24.27	5A
m84073_231201_024147_s2/82775913/ccs	623	56.82	40.00	5A
m84073_231201_024147_s2/61738047/ccs	1011	50.25	40.00	5A
m84073_231201_024147_s2/82776348/ccs	114	49.12	40.00	5A
m84073_231201_024147_s2/93917831/ccs	211	54.03	36.51	5A
m84073_231201_024147_s2/41357944/ccs	590	44.58	40.00	5A
m84073_231201_024147_s2/50336929/ccs	550	53.64	20.35	5A
m84073_231201_024147_s2/50337012/ccs	361	38.78	40.00	5A
m84073_231201_024147_s2/82842068/ccs	295	53.22	40.00	5A
m84073_231201_024147_s2/82842125/ccs	629	57.55	38.19	5A
m84073_231201_024147_s2/93982220/ccs	151	37.09	40.00	5A
m84073_231201_024147_s2/82841646/ccs	1384	47.04	39.93	5A
m84073_231201_024147_s2/93983092/ccs	593	55.14	40.00	5A
m84073_231201_024147_s2/93983091/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/82842982/ccs	307	55.05	40.00	5A
m84073_231201_024147_s2/61806110/ccs	318	54.72	40.00	5A
m84073_231201_024147_s2/50401651/ccs	385	58.44	40.00	5A
m84073_231201_024147_s2/82906324/ccs	1069	41.44	35.42	5A
m84073_231201_024147_s2/50401512/ccs	151	37.09	40.00	5A
m84073_231201_024147_s2/82907341/ccs	361	39.34	40.00	5A
m84073_231201_024147_s2/41358874/ccs	741	57.35	40.00	5A
m84073_231201_024147_s2/61935382/ccs	588	50.51	40.00	5A
m84073_231201_024147_s2/41423285/ccs	544	53.68	40.00	5A
m84073_231201_024147_s2/41422993/ccs	635	60.47	31.83	5A
m84073_231201_024147_s2/94047324/ccs	660	50.45	39.99	5A
m84073_231201_024147_s2/61871713/ccs	662	50.30	40.00	5A
m84073_231201_024147_s2/94048514/ccs	623	56.98	39.98	5A
m84073_231201_024147_s2/61870608/ccs	821	50.30	40.00	5A
m84073_231201_024147_s2/61871272/ccs	109	54.13	39.91	5A
m84073_231201_024147_s2/61936528/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/41487715/ccs	82	45.12	40.00	5A
m84073_231201_024147_s2/50402617/ccs	662	50.30	40.00	5A
m84073_231201_024147_s2/41424015/ccs	1069	41.25	40.00	5A
m84073_231201_024147_s2/94113321/ccs	684	40.79	24.53	5A
m84073_231201_024147_s2/82972092/ccs	0	0.00	24.53	5A
m84073_231201_024147_s2/62000514/ccs	1069	41.44	40.00	5A
m84073_231201_024147_s2/62000900/ccs	476	53.36	37.84	5A
m84073_231201_024147_s2/61936926/ccs	1224	51.23	40.00	5A
m84073_231201_024147_s2/61937227/ccs	820	50.12	20.59	5A
m84073_231201_024147_s2/62002008/ccs	646	45.51	33.87	5A
m84073_231201_024147_s2/62001496/ccs	590	44.58	40.00	5A
m84073_231201_024147_s2/82972736/ccs	861	49.01	40.00	5A
m84073_231201_024147_s2/82973643/ccs	634	58.83	30.45	5A
m84073_231201_024147_s2/72158692/ccs	865	49.94	29.76	5A
m84073_231201_024147_s2/72095460/ccs	1069	41.44	39.92	5A
m84073_231201_024147_s2/72159204/ccs	821	50.30	40.00	5A
m84073_231201_024147_s2/82972815/ccs	45	35.56	40.00	5A
m84073_231201_024147_s2/82973466/ccs	1068	53.37	40.00	5A
m84073_231201_024147_s2/82974152/ccs	630	61.75	39.97	5A
m84073_231201_024147_s2/72159864/ccs	114	49.12	18.38	5A
m84073_231201_024147_s2/41490272/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/50468438/ccs	710	55.49	40.00	5A
m84073_231201_024147_s2/62066467/ccs	662	50.30	39.99	5A
m84073_231201_024147_s2/83038528/ccs	304	54.93	30.22	5A
m84073_231201_024147_s2/50533078/ccs	708	57.34	33.07	5A
m84073_231201_024147_s2/62067492/ccs	427	59.48	40.00	5A
m84073_231201_024147_s2/62067113/ccs	476	54.41	40.00	5A
m84073_231201_024147_s2/83038592/ccs	318	54.72	32.68	5A
m84073_231201_024147_s2/83038261/ccs	475	56.00	39.98	5A
m84073_231201_024147_s2/62132476/ccs	724	43.92	40.00	5A
m84073_231201_024147_s2/62132100/ccs	689	60.23	40.00	5A
m84073_231201_024147_s2/62132794/ccs	361	38.78	40.00	5A
m84073_231201_024147_s2/94179535/ccs	706	55.24	40.00	5A
m84073_231201_024147_s2/83103226/ccs	15	40.00	40.00	5A
m84073_231201_024147_s2/72160383/ccs	428	58.41	40.00	5A
m84073_231201_024147_s2/72224152/ccs	1071	41.46	39.25	5A
m84073_231201_024147_s2/50597472/ccs	822	50.36	34.01	5A
m84073_231201_024147_s2/41554994/ccs	25	56.00	40.00	5A
m84073_231201_024147_s2/94244403/ccs	1224	51.23	40.00	5A
m84073_231201_024147_s2/94244006/ccs	1067	53.23	39.96	5A
m84073_231201_024147_s2/41619101/ccs	143	40.56	40.00	5A
m84073_231201_024147_s2/83104233/ccs	862	49.19	40.00	5A
m84073_231201_024147_s2/41619353/ccs	476	53.36	40.00	5A
m84073_231201_024147_s2/41618826/ccs	361	39.34	40.00	5A
m84073_231201_024147_s2/83105374/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/41619669/ccs	431	58.00	32.29	5A
m84073_231201_024147_s2/50599271/ccs	0	0.00	32.29	5A
m84073_231201_024147_s2/50599155/ccs	307	55.70	40.00	5A
m84073_231201_024147_s2/50599131/ccs	78	48.72	40.00	5A
m84073_231201_024147_s2/41620050/ccs	29	62.07	40.00	5A
m84073_231201_024147_s2/50663066/ccs	225	45.78	40.00	5A
m84073_231201_024147_s2/62198887/ccs	431	58.00	39.98	5A
m84073_231201_024147_s2/72226729/ccs	1069	41.25	40.00	5A
m84073_231201_024147_s2/94245711/ccs	741	57.35	40.00	5A
m84073_231201_024147_s2/94245788/ccs	873	39.52	39.99	5A
m84073_231201_024147_s2/62199422/ccs	1069	41.25	40.00	5A
m84073_231201_024147_s2/62262435/ccs	724	43.92	40.00	5A
m84073_231201_024147_s2/41620835/ccs	593	54.81	27.37	5A
m84073_231201_024147_s2/41684204/ccs	339	40.41	40.00	5A
m84073_231201_024147_s2/41750213/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/41686740/ccs	361	39.34	40.00	5A
m84073_231201_024147_s2/41750268/ccs	741	57.35	30.05	5A
m84073_231201_024147_s2/94310372/ccs	1066	45.78	40.00	5A
m84073_231201_024147_s2/94311107/ccs	623	56.98	40.00	5A
m84073_231201_024147_s2/62263858/ccs	664	49.55	28.33	5A
m84073_231201_024147_s2/62264902/ccs	723	43.85	28.45	5A
m84073_231201_024147_s2/72290818/ccs	431	58.00	39.98	5A
m84073_231201_024147_s2/41686828/ccs	566	39.75	40.00	5A
m84073_231201_024147_s2/94311815/ccs	1066	40.81	40.00	5A
