#id	length	GC	avg.qual	sample
m84073_231201_024147_s2/169415500/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/175508540/ccs	949	38.88	39.91	5B
m84073_231201_024147_s2/175445877/ccs	968	39.46	35.99	5B
m84073_231201_024147_s2/175445056/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/197923026/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/197923525/ccs	589	51.44	40.00	5B
m84073_231201_024147_s2/175509271/ccs	652	47.85	38.22	5B
m84073_231201_024147_s2/191697193/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/191698133/ccs	949	38.88	38.03	5B
m84073_231201_024147_s2/180622179/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/169479706/ccs	587	52.30	40.00	5B
m84073_231201_024147_s2/180622413/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/180622660/ccs	145	43.45	40.00	5B
m84073_231201_024147_s2/197988411/ccs	949	38.78	39.91	5B
m84073_231201_024147_s2/180686549/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/197988203/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/191761992/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/197988672/ccs	949	38.88	36.74	5B
m84073_231201_024147_s2/191698696/ccs	950	38.84	39.99	5B
m84073_231201_024147_s2/191763003/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/175510890/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/175509957/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/175511387/ccs	1028	40.18	40.00	5B
m84073_231201_024147_s2/186914728/ccs	947	38.65	22.74	5B
m84073_231201_024147_s2/169481601/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/169545198/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/191763632/ccs	950	38.74	21.93	5B
m84073_231201_024147_s2/197989098/ccs	951	38.80	39.72	5B
m84073_231201_024147_s2/169546327/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/169546818/ccs	1228	51.06	39.35	5B
m84073_231201_024147_s2/197989246/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/191763253/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/191764034/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/169610289/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/180687047/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/180688170/ccs	951	38.80	39.90	5B
m84073_231201_024147_s2/186977367/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/186977976/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/198053725/ccs	949	38.88	39.18	5B
m84073_231201_024147_s2/198053598/ccs	350	44.00	40.00	5B
m84073_231201_024147_s2/198119171/ccs	350	42.57	40.00	5B
m84073_231201_024147_s2/198055587/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/175640411/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/187043341/ccs	947	38.86	23.00	5B
m84073_231201_024147_s2/175640137/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/186980159/ccs	1218	51.07	40.00	5B
m84073_231201_024147_s2/187043498/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/186980041/ccs	84	38.10	34.16	5B
m84073_231201_024147_s2/180752859/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/180751545/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/180751370/ccs	951	38.80	34.24	5B
m84073_231201_024147_s2/191829062/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/198120577/ccs	950	38.84	36.33	5B
m84073_231201_024147_s2/191829528/ccs	948	38.92	40.00	5B
m84073_231201_024147_s2/169612959/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/169613221/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/169676167/ccs	950	38.84	36.03	5B
m84073_231201_024147_s2/169675922/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/169676210/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/191829822/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/169676752/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/187045062/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/187045123/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187045252/ccs	949	38.88	39.91	5B
m84073_231201_024147_s2/187044281/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/180817370/ccs	349	42.12	40.00	5B
m84073_231201_024147_s2/191894233/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/180753254/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/175642270/ccs	949	38.67	39.72	5B
m84073_231201_024147_s2/175641738/ccs	948	38.92	28.09	5B
m84073_231201_024147_s2/169677626/ccs	950	38.74	39.64	5B
m84073_231201_024147_s2/169742525/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/169741633/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/169742298/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/175706558/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/175706719/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187109302/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/175706731/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/180818705/ccs	949	38.78	39.91	5B
m84073_231201_024147_s2/191895454/ccs	949	38.88	39.18	5B
m84073_231201_024147_s2/169807142/ccs	949	38.88	39.72	5B
m84073_231201_024147_s2/169743665/ccs	949	38.78	39.56	5B
m84073_231201_024147_s2/169806908/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/175707676/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/175707207/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/175707460/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/175707975/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/198315869/ccs	349	42.41	33.43	5B
m84073_231201_024147_s2/198315617/ccs	949	38.67	30.20	5B
m84073_231201_024147_s2/187111310/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/187173907/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/187174063/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/175773200/ccs	949	38.78	39.99	5B
m84073_231201_024147_s2/169809393/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/169809656/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/198316072/ccs	950	38.74	24.79	5B
m84073_231201_024147_s2/187175828/ccs	349	42.41	20.95	5B
m84073_231201_024147_s2/187176211/ccs	949	38.78	26.97	5B
m84073_231201_024147_s2/191960724/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/175772455/ccs	951	38.80	40.00	5B
m84073_231201_024147_s2/198316098/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/198317790/ccs	949	38.78	29.72	5B
m84073_231201_024147_s2/175836324/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/169873102/ccs	950	38.84	27.54	5B
m84073_231201_024147_s2/192025537/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/180948053/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/180884483/ccs	951	38.80	40.00	5B
m84073_231201_024147_s2/180884653/ccs	85	37.65	40.00	5B
m84073_231201_024147_s2/187239890/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/180884751/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187241312/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187239672/ccs	1218	51.07	40.00	5B
m84073_231201_024147_s2/169937920/ccs	349	42.41	39.74	5B
m84073_231201_024147_s2/169874932/ccs	949	38.88	39.18	5B
m84073_231201_024147_s2/169874830/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/198380852/ccs	949	38.78	31.54	5B
m84073_231201_024147_s2/169875251/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/187240138/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/187241340/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/187240960/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/169874861/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/180949963/ccs	949	38.88	21.03	5B
m84073_231201_024147_s2/169875244/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/169938337/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/180950172/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/169938601/ccs	951	39.12	21.17	5B
m84073_231201_024147_s2/187241895/ccs	949	38.88	36.88	5B
m84073_231201_024147_s2/198382746/ccs	952	38.87	40.00	5B
m84073_231201_024147_s2/192026227/ccs	948	38.92	39.72	5B
m84073_231201_024147_s2/198381975/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187242102/ccs	949	38.78	39.50	5B
m84073_231201_024147_s2/175902521/ccs	145	43.45	40.00	5B
m84073_231201_024147_s2/192090046/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/175903650/ccs	948	38.92	39.99	5B
m84073_231201_024147_s2/181013940/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/169939861/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/169939475/ccs	977	53.33	40.00	5B
m84073_231201_024147_s2/198382856/ccs	951	38.70	25.37	5B
m84073_231201_024147_s2/187306341/ccs	1269	50.28	39.93	5B
m84073_231201_024147_s2/187307860/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/181015615/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/198446234/ccs	1218	51.07	40.00	5B
m84073_231201_024147_s2/170004312/ccs	949	38.78	39.72	5B
m84073_231201_024147_s2/181081443/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170004320/ccs	1218	51.07	40.00	5B
m84073_231201_024147_s2/170005010/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/170005175/ccs	951	38.80	39.98	5B
m84073_231201_024147_s2/192156321/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/175969740/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/198448946/ccs	68	57.35	40.00	5B
m84073_231201_024147_s2/176032962/ccs	949	38.67	40.00	5B
m84073_231201_024147_s2/175969731/ccs	330	44.55	39.97	5B
m84073_231201_024147_s2/175969387/ccs	330	44.55	40.00	5B
m84073_231201_024147_s2/198447917/ccs	950	38.95	33.72	5B
m84073_231201_024147_s2/187370859/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/198447597/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/198448763/ccs	949	38.78	39.72	5B
m84073_231201_024147_s2/187371392/ccs	949	38.78	36.88	5B
m84073_231201_024147_s2/181081880/ccs	949	38.78	28.39	5B
m84073_231201_024147_s2/181145537/ccs	951	38.70	39.45	5B
m84073_231201_024147_s2/181081838/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/181144721/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/181145437/ccs	952	39.29	40.00	5B
m84073_231201_024147_s2/181146136/ccs	84	38.10	40.00	5B
m84073_231201_024147_s2/187372589/ccs	84	38.10	40.00	5B
m84073_231201_024147_s2/181145060/ccs	951	38.80	40.00	5B
m84073_231201_024147_s2/181144882/ccs	349	42.41	34.13	5B
m84073_231201_024147_s2/176033620/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/170006235/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170005413/ccs	950	38.74	36.88	5B
m84073_231201_024147_s2/170005906/ccs	953	38.61	26.32	5B
m84073_231201_024147_s2/198513351/ccs	950	38.84	39.99	5B
m84073_231201_024147_s2/170069325/ccs	953	38.82	39.73	5B
m84073_231201_024147_s2/181146648/ccs	950	38.84	24.00	5B
m84073_231201_024147_s2/181210553/ccs	349	42.41	33.47	5B
m84073_231201_024147_s2/198513051/ccs	84	38.10	40.00	5B
m84073_231201_024147_s2/198513465/ccs	1228	51.06	40.00	5B
m84073_231201_024147_s2/192157382/ccs	330	44.55	40.00	5B
m84073_231201_024147_s2/187437018/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/192220988/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192220462/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/192220613/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/176099925/ccs	948	38.71	39.72	5B
m84073_231201_024147_s2/176164276/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/181211252/ccs	330	44.55	21.77	5B
m84073_231201_024147_s2/170136365/ccs	950	38.84	39.99	5B
m84073_231201_024147_s2/187437581/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/198578052/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170136169/ccs	948	38.92	24.24	5B
m84073_231201_024147_s2/170135606/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/192223046/ccs	951	38.80	30.48	5B
m84073_231201_024147_s2/192222106/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176165129/ccs	949	38.88	32.02	5B
m84073_231201_024147_s2/181275741/ccs	949	38.88	38.84	5B
m84073_231201_024147_s2/176165146/ccs	1031	40.06	39.16	5B
m84073_231201_024147_s2/181212920/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/192285948/ccs	348	44.25	40.00	5B
m84073_231201_024147_s2/176164542/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176166419/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/181275670/ccs	977	53.12	38.97	5B
m84073_231201_024147_s2/181276212/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176166643/ccs	350	44.00	40.00	5B
m84073_231201_024147_s2/198642943/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170136835/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192287766/ccs	951	38.80	24.10	5B
m84073_231201_024147_s2/187501701/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/181277895/ccs	949	38.88	23.31	5B
m84073_231201_024147_s2/176231506/ccs	948	38.92	21.90	5B
m84073_231201_024147_s2/181341414/ccs	349	42.69	39.77	5B
m84073_231201_024147_s2/181341276/ccs	949	38.88	39.99	5B
m84073_231201_024147_s2/192288653/ccs	949	38.88	36.81	5B
m84073_231201_024147_s2/192351613/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176295266/ccs	350	44.00	34.14	5B
m84073_231201_024147_s2/176294924/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192288538/ccs	349	42.41	34.12	5B
m84073_231201_024147_s2/192352370/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/181342296/ccs	951	38.80	38.21	5B
m84073_231201_024147_s2/181343766/ccs	330	44.24	23.49	5B
m84073_231201_024147_s2/187504102/ccs	951	38.80	40.00	5B
m84073_231201_024147_s2/181343044/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/187567294/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/198644861/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/198643368/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/170200910/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/170201778/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/198643606/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187568195/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176296813/ccs	977	53.33	39.71	5B
m84073_231201_024147_s2/170200897/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176297646/ccs	949	38.88	39.72	5B
m84073_231201_024147_s2/170267280/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/187569245/ccs	949	38.78	23.92	5B
m84073_231201_024147_s2/176297888/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187568753/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/187632757/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/181407294/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/192416804/ccs	1009	40.54	40.00	5B
m84073_231201_024147_s2/198709502/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/198709481/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/181409068/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/170268090/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170268485/ccs	1218	51.07	40.00	5B
m84073_231201_024147_s2/170332337/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176362116/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/170332831/ccs	350	42.29	39.75	5B
m84073_231201_024147_s2/170333149/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/176426415/ccs	947	38.86	36.29	5B
m84073_231201_024147_s2/176362546/ccs	948	38.92	34.37	5B
m84073_231201_024147_s2/176362581/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176362878/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/187634807/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/198774388/ccs	951	38.80	36.46	5B
m84073_231201_024147_s2/198710347/ccs	1228	51.06	40.00	5B
m84073_231201_024147_s2/198774396/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187634569/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192417558/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192419106/ccs	330	44.55	40.00	5B
m84073_231201_024147_s2/181473491/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/187634158/ccs	950	38.84	39.46	5B
m84073_231201_024147_s2/192418951/ccs	949	38.88	34.10	5B
m84073_231201_024147_s2/192417862/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/187699382/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192419382/ccs	949	38.88	36.73	5B
m84073_231201_024147_s2/192483196/ccs	949	38.88	39.99	5B
m84073_231201_024147_s2/192482535/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192483421/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/192482344/ccs	84	38.10	39.89	5B
m84073_231201_024147_s2/181538979/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170333934/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/170397503/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/170398122/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187700036/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/198774485/ccs	587	52.30	40.00	5B
m84073_231201_024147_s2/170399056/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/176427645/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170462237/ccs	949	38.78	29.20	5B
m84073_231201_024147_s2/187765608/ccs	948	38.82	23.50	5B
m84073_231201_024147_s2/198776575/ccs	1226	51.06	40.00	5B
m84073_231201_024147_s2/187765917/ccs	349	42.41	39.84	5B
m84073_231201_024147_s2/198840243/ccs	950	38.84	39.99	5B
m84073_231201_024147_s2/198840211/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/198839763/ccs	949	38.78	39.72	5B
m84073_231201_024147_s2/192484824/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/192484851/ccs	349	42.41	39.05	5B
m84073_231201_024147_s2/192548377/ccs	349	42.41	33.20	5B
m84073_231201_024147_s2/181540680/ccs	947	38.86	28.83	5B
m84073_231201_024147_s2/181603886/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/198841779/ccs	948	38.82	40.00	5B
m84073_231201_024147_s2/198841419/ccs	947	38.97	24.87	5B
m84073_231201_024147_s2/170464671/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/170463426/ccs	950	38.84	30.06	5B
m84073_231201_024147_s2/170464742/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/170463508/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/192549201/ccs	349	42.69	40.00	5B
m84073_231201_024147_s2/176493248/ccs	1224	51.14	39.10	5B
m84073_231201_024147_s2/176493358/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/198906262/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/198906368/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170530588/ccs	947	38.86	40.00	5B
m84073_231201_024147_s2/198907594/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/170530032/ccs	949	38.78	39.99	5B
m84073_231201_024147_s2/198907603/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/176558337/ccs	1218	51.07	39.58	5B
m84073_231201_024147_s2/176557983/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/176557943/ccs	68	57.35	40.00	5B
m84073_231201_024147_s2/170530223/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/170593565/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176557934/ccs	950	38.84	36.87	5B
m84073_231201_024147_s2/198970972/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/187832082/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/198970798/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/198971818/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/181669510/ccs	330	44.55	37.95	5B
m84073_231201_024147_s2/192613687/ccs	949	38.88	22.15	5B
m84073_231201_024147_s2/192614399/ccs	949	38.88	38.64	5B
m84073_231201_024147_s2/176623768/ccs	949	38.88	39.98	5B
m84073_231201_024147_s2/176624450/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/176625337/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176622886/ccs	349	42.41	19.67	5B
m84073_231201_024147_s2/176624760/ccs	952	38.66	35.00	5B
m84073_231201_024147_s2/176623458/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176688531/ccs	948	38.92	34.29	5B
m84073_231201_024147_s2/199036539/ccs	947	38.75	40.00	5B
m84073_231201_024147_s2/170595861/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/170596097/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170659296/ccs	68	57.35	40.00	5B
m84073_231201_024147_s2/170658874/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/192616169/ccs	1224	51.23	40.00	5B
m84073_231201_024147_s2/192615606/ccs	145	43.45	40.00	5B
m84073_231201_024147_s2/192679239/ccs	948	38.71	29.76	5B
m84073_231201_024147_s2/176689772/ccs	349	42.69	40.00	5B
m84073_231201_024147_s2/192679607/ccs	950	38.84	32.02	5B
m84073_231201_024147_s2/192678963/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/199037103/ccs	1028	40.18	40.00	5B
m84073_231201_024147_s2/176689590/ccs	949	38.78	37.11	5B
m84073_231201_024147_s2/199037819/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/199038656/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/181735648/ccs	949	38.88	39.89	5B
m84073_231201_024147_s2/181735474/ccs	951	38.80	31.34	5B
m84073_231201_024147_s2/181736145/ccs	349	42.12	40.00	5B
m84073_231201_024147_s2/181736109/ccs	949	38.88	39.99	5B
m84073_231201_024147_s2/170661430/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/181736350/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/170661307/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/170661718/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176755103/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187897322/ccs	330	44.55	40.00	5B
m84073_231201_024147_s2/187897578/ccs	947	38.86	40.00	5B
m84073_231201_024147_s2/176754057/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192680014/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/187960344/ccs	948	38.82	40.00	5B
m84073_231201_024147_s2/199101782/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/181800789/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/181801957/ccs	330	44.55	40.00	5B
m84073_231201_024147_s2/181802305/ccs	1123	40.43	39.99	5B
m84073_231201_024147_s2/192745134/ccs	949	38.78	39.72	5B
m84073_231201_024147_s2/181802501/ccs	330	44.55	40.00	5B
m84073_231201_024147_s2/181801156/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/192681785/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176755954/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/176756500/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/192745289/ccs	1218	51.07	40.00	5B
m84073_231201_024147_s2/170726525/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/176756315/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/170725604/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/192745636/ccs	949	38.88	31.80	5B
m84073_231201_024147_s2/192745858/ccs	84	38.10	40.00	5B
m84073_231201_024147_s2/176819220/ccs	949	38.88	39.99	5B
m84073_231201_024147_s2/199103982/ccs	949	38.78	39.91	5B
m84073_231201_024147_s2/199103991/ccs	947	38.86	40.00	5B
m84073_231201_024147_s2/176819507/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176819428/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/181866802/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/187963220/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176820415/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176821337/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/199168570/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/176821299/ccs	349	42.41	37.52	5B
m84073_231201_024147_s2/199168557/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/181931160/ccs	145	43.45	40.00	5B
m84073_231201_024147_s2/181932436/ccs	145	43.45	40.00	5B
m84073_231201_024147_s2/170791093/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/188026618/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/170726982/ccs	948	38.92	39.91	5B
m84073_231201_024147_s2/192746864/ccs	330	44.55	39.73	5B
m84073_231201_024147_s2/192746995/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/192746490/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176885861/ccs	949	38.78	40.00	5B
m84073_231201_024147_s2/176885537/ccs	330	44.24	39.97	5B
m84073_231201_024147_s2/176885406/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/176887578/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176886759/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/192811759/ccs	949	38.88	33.02	5B
m84073_231201_024147_s2/192812322/ccs	949	38.78	27.40	5B
m84073_231201_024147_s2/199234392/ccs	947	38.86	22.01	5B
m84073_231201_024147_s2/192811272/ccs	950	38.84	40.00	5B
m84073_231201_024147_s2/192811024/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/181933021/ccs	950	38.74	40.00	5B
m84073_231201_024147_s2/181933392/ccs	949	38.78	34.61	5B
m84073_231201_024147_s2/188092099/ccs	346	40.46	38.03	5B
m84073_231201_024147_s2/181933312/ccs	330	44.24	40.00	5B
m84073_231201_024147_s2/181996572/ccs	949	38.88	34.96	5B
m84073_231201_024147_s2/181933174/ccs	951	38.80	40.00	5B
m84073_231201_024147_s2/170791575/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/176952072/ccs	949	38.88	30.81	5B
m84073_231201_024147_s2/176952388/ccs	950	38.84	31.69	5B
m84073_231201_024147_s2/176951550/ccs	949	38.88	40.00	5B
m84073_231201_024147_s2/170855532/ccs	349	42.41	40.00	5B
m84073_231201_024147_s2/170792595/ccs	949	38.78	39.71	5B
m84073_231201_024147_s2/176952281/ccs	330	44.55	40.00	5B
